<<<<<<< HEAD
file_path,language,nosi,dit,cbo,rfc,loc,comparisonsQty,returnQty,wmc,lcom,totalMethods,loopQty,assignmentsQty,maxNestedBlocks,repo_name,repo_url,commit_sha,source_commit_used,commit_message,defect
src/main/java/org/apache/commons/lang3/concurrent/TimedSemaphore.java,Java,1,2,12,12,157,92,38,39,18,28,2,24,4,commons-lang,https://github.com/apache/commons-lang.git,23a730b8ed392ba424cc275df793dcae88f4cebe,7138b8c001b9c60176598a21c0d15db43f8d8a1f,No need to end exception messages with an exclamation!,1
src/main/java/org/apache/commons/lang3/CharSequenceUtils.java,Java,7,1,0,63,211,157,52,68,13,13,9,43,5,commons-lang,https://github.com/apache/commons-lang.git,1da69ddc391bbafe8bb05aaf7e05ef2f46af804f,2c3fb23f331c9b5c68bff45ef0cbee19c1a0db30,Fix broken Javadoc HTML tags,1
src/main/java/org/apache/commons/lang3/LocaleUtils.java,Java,29,1,36,70,169,160,50,44,22,22,0,36,4,commons-lang,https://github.com/apache/commons-lang.git,1da69ddc391bbafe8bb05aaf7e05ef2f46af804f,2c3fb23f331c9b5c68bff45ef0cbee19c1a0db30,Fix broken Javadoc HTML tags,1
src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java,Java,29,2,22,139,907,361,73,244,149,152,12,95,7,commons-lang,https://github.com/apache/commons-lang.git,1da69ddc391bbafe8bb05aaf7e05ef2f46af804f,2c3fb23f331c9b5c68bff45ef0cbee19c1a0db30,Fix broken Javadoc HTML tags,1
src/main/java/org/apache/commons/lang3/ObjectUtils.java,Java,200,2,31,295,349,552,130,85,54,54,6,185,6,commons-lang,https://github.com/apache/commons-lang.git,1d25499cbce483544092bd69521ab62fcfdf775f,ae89768b9b58be04332ce4cba4d2c27ad2ad3783,[LANG-1820][javadoc] Fix ObjectUtils.anyNull(Object) for empty arrays,1
src/main/java/org/apache/commons/lang3/RandomStringUtils.java,Java,20,1,17,51,294,275,89,84,52,52,3,43,5,commons-lang,https://github.com/apache/commons-lang.git,bd247e45f3edf3d9670398aae63588f2057107ca,bd247e45f3edf3d9670398aae63588f2057107ca,Use String.format(),0
src/main/java/org/apache/commons/lang3/StringUtils.java,Java,1949,2,55,2413,2596,3469,884,737,279,279,91,2240,7,commons-lang,https://github.com/apache/commons-lang.git,487ba4d9a60e678be874ceb9274384268bb32a13,487ba4d9a60e678be874ceb9274384268bb32a13,Remove link to now malicious site.,0
src/main/java/org/apache/commons/lang3/ArrayUtils.java,Java,642,2,71,843,3256,3609,906,937,401,401,134,1020,5,commons-lang,https://github.com/apache/commons-lang.git,c28cc55f0db71abcd82b6a8606dfa29d6ed73f92,7f07c8273b517c0a0bbdb1eda8156a87b51086b9,LANG-1819: Fix ArrayUtils.removeAll() Javadoc for null array input (#1614)  * updated the javadoc for Arrayutils.removeAll to match the implementation which returns null in case of null input  * fixed the grammar  * fixed the grammar,1
src/main/java/org/apache/commons/lang3/time/StopWatch.java,Java,24,2,29,49,315,225,73,67,48,52,0,30,4,commons-lang,https://github.com/apache/commons-lang.git,677e57f56bfae93af520637d47a615013c930266,db1352609787ccdbb2e34be9e7d2e647eacc91cc,Fix NullPointerException in StopWatch.getStopTime(),1
src/main/java/org/apache/commons/lang3/time/StopWatch.java,Java,22,2,29,47,313,225,73,67,48,52,0,28,4,commons-lang,https://github.com/apache/commons-lang.git,aa47951bd0223d674d2b85d06ccc6f7f1749a682,185edc4b8594e20d81baad65a199a211e2137616,fix: Make stopInstant be in sync with stopTimeNanos for split (#1610)  * fix: Make stopInstant in sync with stopTimeNanos  * Fix trailing whitespace  ---------  Co-authored-by: Gary Gregory <garydgregory@users.noreply.github.com>,1
src/main/java/org/apache/commons/lang3/time/DateUtils.java,Java,40,1,29,176,543,556,229,115,69,69,5,81,8,commons-lang,https://github.com/apache/commons-lang.git,31844842416cf04d8fe3a0c4bf266778faec6842,31844842416cf04d8fe3a0c4bf266778faec6842,Reuse constants  Format tweaks,0
src/main/java/org/apache/commons/lang3/time/DateUtils.java,Java,40,1,29,174,542,555,229,116,70,70,5,80,8,commons-lang,https://github.com/apache/commons-lang.git,a9a0dd8a72c51b14f0e5ea4bddfbf228685ff977,b56c6882fb2d1bb3eb21adea3ae95c3856ea4b5c,LANG-771 Fix DateUtils.ceiling increment on exact boundary (#1609)  * LANG-771 Fix DateUtils.ceiling increment on exact boundary  * Fix Checkstyle violations for LANG-771  * LANG-771 Add edge case tests for DateUtils.ceiling()  Add tests for: - Epoch (0) - Negative date (-1) - Long.MIN_VALUE and Long.MAX_VALUE handling - Minute boundary case,1
src/main/java/org/apache/commons/lang3/CharSet.java,Java,24,1,13,54,91,130,17,18,8,8,1,24,4,commons-lang,https://github.com/apache/commons-lang.git,2eca27e38219fadb4b685024d6065680e1f71000,7ebab00f402277ef061410a7a51deb9c3e5aa93b,[Javadoc]: Add usage examples to `CharSet.contains` Javadoc (#1605)  * [Javadoc]: Add usage examples to `CharSet.contains` Javadoc  * [Javadoc]: Fix minor punctuation in `CharSet.contains` Javadoc  * [Javadoc]: Standardize parameter description in `CharSet.contains` Javadoc - revert to original form  * [Javadoc]: Expand and copy examples in `CharSet.contains` Javadoc for clarification from class level.  * Clarify examples for negation character in CharSet  Updated example description to clarify usage of negation character.  ---------  Co-authored-by: Gary Gregory <garydgregory@users.noreply.github.com>,1
src/main/java/org/apache/commons/lang3/StringUtils.java,Java,1949,2,55,2413,2602,3475,884,739,279,279,91,2243,7,commons-lang,https://github.com/apache/commons-lang.git,4a6a98432f57e6286ba48777268a26b68dfd9547,e23f95374d89c828562c788b8373609d46dd5b07,"StringUtils.abbreviate(String, String, int) contract violations (#1572)  * add unit tests showing mishandling of null abbrevMarker  * fix handling of null abbrevMarker  - treat null marker as empty string - ensure offset and maxWidth are applied as usual (simple 'substring' won't cut it)  * add unit tests showing 'abbreviate' contract violations  - Abbreviated strings should always retain the 'offset' character  * remove surplus blank lines from tests  * fix StringUtils.abbreviate for short strings  Adjust logic so it doesn't overwrite the offset value and get confused about which character to preserve.  Instead, just return immediately if the offset is so close to the end that no ending abbrevMarker is possible.",1
src/main/java/org/apache/commons/lang3/ClassUtils.java,Java,111,1,36,265,628,1074,185,140,48,48,13,123,7,commons-lang,https://github.com/apache/commons-lang.git,4052e9862bf540f0b294bcf58aad5b5e85eae4ad,7bcb03a49923bc12f7e3f2c04912d0925f178978,LANG-1818: Fix ClassUtils.getShortClassName(Class) to correctly handle $ in valid class names (#1591)  * fix lang-1818  * fix review comments  * Checkstyle  ---------  Co-authored-by: Gary Gregory <garydgregory@users.noreply.github.com>,1
src/main/java/org/apache/commons/lang3/text/StrBuilder.java,Java,60,2,58,185,1347,573,360,375,163,169,32,209,6,commons-lang,https://github.com/apache/commons-lang.git,7bcb03a49923bc12f7e3f2c04912d0925f178978,c477140acaa10ad56c203dfc8209f657091f3a3d,"Fix StringIndexOutOfBoundsException message in StrBuilder.append(char[], int, int)",1
src/main/java/org/apache/commons/lang3/ArrayUtils.java,Java,641,2,71,842,3241,3608,900,931,400,400,133,1021,5,commons-lang,https://github.com/apache/commons-lang.git,52c06bea2f2b6c277c517dc9f5bb0d62d17e073c,9bca5d09c6d16a5524a3cd1d38305687ad7fdca4,fix LANG-1816 (#1589),1
src/main/java/org/apache/commons/lang3/ArrayUtils.java,Java,641,2,71,842,3241,3608,900,931,400,400,133,1021,5,commons-lang,https://github.com/apache/commons-lang.git,c5b1a87621fe341f343e7bc93249b4fd49a09ff4,c5b1a87621fe341f343e7bc93249b4fd49a09ff4,"[LANG-1707""] Add ArrayUtils.concat() methods for concatenating multiple arrays #1519  Sort new members",0
src/main/java/org/apache/commons/lang3/ArrayUtils.java,Java,641,2,71,842,3241,3608,900,931,400,400,133,1021,5,commons-lang,https://github.com/apache/commons-lang.git,eefe5c88bc54a164380652f8c48c375c0ed2fa31,eefe5c88bc54a164380652f8c48c375c0ed2fa31,"[LANG-1707] Add ArrayUtils.concat methods for concatenating multiple arrays (#1519)  * LANG-1707 add concat methods to ArrayUtils  * Add missing test assertions for null inputs  - Javadoc - Use longer lines  * Add Javadoc @throws  ---------  Co-authored-by: Gary Gregory <garydgregory@users.noreply.github.com>",0
src/main/java/org/apache/commons/lang3/builder/RecursiveToStringStyle.java,Java,2,2,6,11,31,47,3,6,5,5,0,7,3,commons-lang,https://github.com/apache/commons-lang.git,1418a770ba436d15693c3bb29a67e501c2008274,1418a770ba436d15693c3bb29a67e501c2008274,[LANG-1452] RecursiveToStringStyle and MultilineRecursiveToStringStyle shouldn't recurse into a java.math.BigDecimal (#1584)  * Add testLang1641()  * Rename some test methods  * [LANG-1452] RecursiveToStringStyle and MultilineRecursiveToStringStyle shouldn't recurse into a java.math.BigDecimal  - We already don't recurse into a Decimal and other boxed primitive. - Don't recurse into Number subclasses. - Don't recurse into AtomicBoolean.,0
src/main/java/org/apache/commons/lang3/ArrayUtils.java,Java,631,2,69,832,3105,3559,881,895,390,390,117,980,5,commons-lang,https://github.com/apache/commons-lang.git,b98942fba3b2b4ba90c43bfa4effb48a170fe1a6,b98942fba3b2b4ba90c43bfa4effb48a170fe1a6,Add ArrayUtils.getDimensions(Object),0
src/main/java/org/apache/commons/lang3/builder/HashCodeBuilder.java,Java,20,1,17,39,277,215,66,82,46,47,11,34,5,commons-lang,https://github.com/apache/commons-lang.git,351510bf02ee0e8d5583aa68f840a869af816bdf,351510bf02ee0e8d5583aa68f840a869af816bdf,Remove extra vertical whitespace,0
src/main/java/org/apache/commons/lang3/DoubleRange.java,Java,3,2,1,13,16,34,8,4,4,4,0,2,2,commons-lang,https://github.com/apache/commons-lang.git,6f2a1062a9f81ece8b039400b34ad1482a35167a,b076e478e2b2fff603d75b1628430a47dfb88f53,Fix Javadoc @throws,1
src/main/java/org/apache/commons/lang3/IntegerRange.java,Java,4,2,2,14,20,34,10,5,5,5,0,2,2,commons-lang,https://github.com/apache/commons-lang.git,6f2a1062a9f81ece8b039400b34ad1482a35167a,b076e478e2b2fff603d75b1628430a47dfb88f53,Fix Javadoc @throws,1
src/main/java/org/apache/commons/lang3/LongRange.java,Java,4,2,2,14,20,34,10,5,5,5,0,2,2,commons-lang,https://github.com/apache/commons-lang.git,6f2a1062a9f81ece8b039400b34ad1482a35167a,b076e478e2b2fff603d75b1628430a47dfb88f53,Fix Javadoc @throws,1
src/main/java/org/apache/commons/lang3/NumberRange.java,Java,0,2,1,0,8,12,0,1,1,1,0,1,2,commons-lang,https://github.com/apache/commons-lang.git,6f2a1062a9f81ece8b039400b34ad1482a35167a,b076e478e2b2fff603d75b1628430a47dfb88f53,Fix Javadoc @throws,1
src/main/java/org/apache/commons/lang3/DoubleRange.java,Java,3,2,1,13,16,34,8,4,4,4,0,2,2,commons-lang,https://github.com/apache/commons-lang.git,b076e478e2b2fff603d75b1628430a47dfb88f53,151b1c3d35652992774a563a6ac963b6a045b1c5,Fix JavaDoc to reflect actual exception type thrown (IllegalArgumentException to NullPointerException) (#1581),1
src/main/java/org/apache/commons/lang3/ClassUtils.java,Java,111,1,36,265,628,1074,185,140,48,48,13,123,7,commons-lang,https://github.com/apache/commons-lang.git,b6224451728562b0a4b33b63e8589753b1e2a57c,c4ea2b0113b28b9d861acefc296f277e2eddaf9f,Fix ClassNotFoundException message variable (#1577)  * Fix ClassNotFoundException message variable  * Improve exception assertion in ClassUtilsTest  Update exception handling in assertGetClassThrowsException method to capture and verify exception messages.  * Fix indentation.  ---------  Co-authored-by: Gary Gregory <garydgregory@users.noreply.github.com>,1
src/main/java/org/apache/commons/lang3/StringUtils.java,Java,1949,2,55,2413,2602,3473,884,739,279,279,91,2243,7,commons-lang,https://github.com/apache/commons-lang.git,7b8f3b9f199ca424e20ca56d98e742bdfc838748,7b8f3b9f199ca424e20ca56d98e742bdfc838748,"Javadoc  Add ','s.",0
src/main/java/org/apache/commons/lang3/BitField.java,Java,1,1,5,14,60,51,35,18,18,18,0,11,2,commons-lang,https://github.com/apache/commons-lang.git,f2bdb0cb74a08b15439abf18df6ac2b52549394a,d68bf970beb14fa569e7e629c625ba48c01c2ddc,Add long support to `BitField` (#1561)  * Add testLang1641()  * Rename some test methods  * Add long support to BitField  * Remove unnecessary blank line in BitFieldTest  * Fix missing newline at end of file  Add missing newline at the end of BitFieldLongTest.java  * Fix return value  * Use final  * Add more tests,1
src/main/java/org/apache/commons/lang3/math/NumberUtils.java,Java,131,1,23,182,709,425,200,204,75,75,18,178,6,commons-lang,https://github.com/apache/commons-lang.git,386af293e1f460d19ee4e5b8ddf795e302f16934,3c1827f39a6c1b652d95b1fe4231b6ffd984963a,Fix NumberUtils.isParsable duplicate Long::parseLong (#1570),1
src/main/java/org/apache/commons/lang3/time/FastDateParser.java,Java,32,2,70,156,634,124,90,108,57,58,11,131,6,commons-lang,https://github.com/apache/commons-lang.git,55611938b170e8b58d31212a888fbdd7c17b2e9f,2f3361d9d6d46fe296287cbce2cafe1807e01aac,Better exception messages from FastDateParser.parse(String),1
src/main/java/org/apache/commons/lang3/StringUtils.java,Java,1950,2,55,2414,2602,3473,885,739,279,279,91,2242,7,commons-lang,https://github.com/apache/commons-lang.git,4a5ef8ed29f0c135627f43b58c7ab7b6defe37b7,67f50236bf337e20c6daa987d4d42c4fedb482ce,"Fix handling of null marker in StringUtils.abbreviate(String, String, int, int)  (#1571)  * add unit tests showing mishandling of null abbrevMarker  * fix handling of null abbrevMarker  - treat null marker as empty string - ensure offset and maxWidth are applied as usual (simple 'substring' won't cut it)",1
src/main/java/org/apache/commons/lang3/StringUtils.java,Java,1950,2,55,2414,2602,3473,885,739,279,279,91,2242,7,commons-lang,https://github.com/apache/commons-lang.git,2f07d02fca0a66144b7106298fd9eb207783fecc,52b1a3a8f3d1b11a8c2e30f058e97e28e470be37,'abbreviate' contract violations (#1490)  * add unit tests showing 'abbreviate' contract violations  * add unit tests showing mishandling of null abbrevMarker  * fix handling of null abbrevMarker  - treat null marker as empty string - ensure offset and maxWidth are applied as usual (simple 'substring' won't cut it),1
src/main/java/org/apache/commons/lang3/math/NumberUtils.java,Java,131,1,23,182,709,425,200,204,75,75,18,178,6,commons-lang,https://github.com/apache/commons-lang.git,8089a0c2d3207ed26531f877352336baf1c6c5bb,8089a0c2d3207ed26531f877352336baf1c6c5bb,"[LANG-1806] NumberUtils.isParsable(""1.f"") should return true (#1560)  * Add testLang1641()  * Rename some test methods  * [LANG-1806] NumberUtils.isParsable(""1.f"") should return true  - Return true for numbers like 1.2e-5d and 1.2e-5f - Use a regular expression  * [LANG-1806] NumberUtils.isParsable(""1.f"") should return true  - Return true for numbers like 1.2e-5d and 1.2e-5f - Return true when one of the following would work: -- Double.parseDouble(String) -- Float.parseFloat(String) -- Long.parseLong(String) -- Integer.parseInteger(String)  There are so many cases that it's simpler to try to parse and catch exceptions, instead of re-creating all the parsing rules from the JRE. The only downside is that number instances are created and discarded.",0
src/main/java/org/apache/commons/lang3/RegExUtils.java,Java,257,1,3,306,92,514,44,26,21,21,0,170,3,commons-lang,https://github.com/apache/commons-lang.git,fee3e32155d684487798004a0b6d0826e2a5b451,8f6f7f88db031a20a06a2217f38884bbf2370927,[javadoc] Fix incorrect class names in RegExUtils Javadoc examples (#1564)  Co-authored-by: gaf <gide1011@h-ka.de>,1
src/main/java/org/apache/commons/lang3/CharUtils.java,Java,109,1,2,117,99,184,55,28,26,26,0,100,3,commons-lang,https://github.com/apache/commons-lang.git,2909b27c7a556279dfcdea5fed04f0a860b71a44,30f0781de81c57654740e653e74e757e720939ba,[javadoc] Fix incorrect exception type in Javadoc example (#1563)  Co-authored-by: gaf <gide1011@h-ka.de>,1
src/main/java/org/apache/commons/lang3/ArrayUtils.java,Java,631,2,69,829,3108,3550,891,893,389,389,116,975,5,commons-lang,https://github.com/apache/commons-lang.git,d9de2fd5b8c65506b1ab14df631cc26ffcd647dc,d9de2fd5b8c65506b1ab14df631cc26ffcd647dc,[LANG-1810] Deprecate SOFT_MAX_ARRAY_LENGTH in favor of MAX_ARRAY_LENGTH (#1559)  * [LANG-1810] Deprecate SOFT_MAX_ARRAY_LENGTH in favor of MAX_ARRAY_LENGTH  * [LANG-1810] Add test coverage for MAX_ARRAY_LENGTH  * [LANG-1810] Rename new constant to SAFE_MAX_ARRAY_LENGTH and update Javadoc  ---------  Co-authored-by: yelimkoo <lydia@tooning.io>,0
src/main/java/org/apache/commons/lang3/AnnotationUtils.java,Java,24,2,11,83,203,49,50,55,13,13,4,15,6,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/BooleanUtils.java,Java,255,1,11,291,366,367,159,103,47,47,4,199,5,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/CachedRandomBits.java,Java,3,1,4,5,43,84,2,7,1,2,1,18,4,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/CharRange.java,Java,3,1,12,8,153,74,35,39,19,21,0,24,6,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/ObjectUtils.java,Java,200,2,31,295,349,552,130,85,54,54,6,185,6,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/builder/HashCodeBuilder.java,Java,20,1,17,39,277,215,66,82,46,47,11,34,5,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/builder/ToStringBuilder.java,Java,18,1,5,74,271,185,122,71,64,66,0,10,3,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java,Java,29,2,22,139,907,361,73,244,149,152,12,95,7,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/AbstractCircuitBreaker.java,Java,0,1,4,6,61,23,7,12,11,11,0,3,4,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/BackgroundInitializer.java,Java,3,2,15,11,129,83,36,27,14,18,0,10,5,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/CallableBackgroundInitializer.java,Java,1,2,6,4,27,54,3,4,4,4,0,5,2,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/CircuitBreakingException.java,Java,0,2,0,0,15,0,0,4,4,4,0,1,2,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/ConcurrentException.java,Java,2,2,1,2,16,4,0,4,4,4,0,1,2,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/ConcurrentRuntimeException.java,Java,2,2,0,2,12,4,0,3,3,3,0,1,2,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/ConcurrentUtils.java,Java,4,1,10,21,107,166,34,24,14,14,0,5,3,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker.java,Java,2,2,15,31,162,168,40,35,29,29,1,19,3,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer.java,Java,3,2,11,32,121,116,23,21,11,11,1,11,5,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/concurrent/ThresholdCircuitBreaker.java,Java,0,2,3,4,34,40,4,9,6,6,0,8,3,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
src/main/java/org/apache/commons/lang3/event/EventListenerSupport.java,Java,12,1,23,31,114,70,12,21,16,16,2,13,5,commons-lang,https://github.com/apache/commons-lang.git,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,48d6e758f79255da5a1e307a2bbcfa60726ad8a0,"Use a code comment, not Javadoc inside a method",0
